date,fight_url,event_url,result,fighter,opponent,division,method,round,time,fighter_url,opponent_url,knockdowns,sub_attempts,pass,reversals,takedowns_landed,takedowns_attempts,sig_strikes_landed,sig_strikes_attempts,total_strikes_landed,total_strikes_attempts,head_strikes_landed,head_strikes_attempts,body_strikes_landed,body_strikes_attempts,leg_strikes_landed,leg_strikes_attempts,distance_strikes_landed,distance_strikes_attempts,clinch_strikes_landed,clinch_strikes_attempts,ground_strikes_landed,ground_strikes_attempts
"February 24, 2018",http://ufcstats.com/fight-details/037c68d03c970609,http://ufcstats.com/event-details/daa89f01e1c0f42a,W,Angela Hill,Maryna Moroz,Women's Strawweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/f0feeb2192937424,http://ufcstats.com/fighter-details/b4192a975027aab6,0,0,1,0,1,2,114,209,121,216,63,144,26,37,25,28,89,182,22,24,3,3
"February 24, 2018",http://ufcstats.com/fight-details/037c68d03c970609,http://ufcstats.com/event-details/daa89f01e1c0f42a,L,Maryna Moroz,Angela Hill,Women's Strawweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/b4192a975027aab6,http://ufcstats.com/fighter-details/f0feeb2192937424,0,0,0,0,0,2,84,321,100,339,39,241,32,62,13,18,78,304,6,16,0,1
"February 24, 2018",http://ufcstats.com/fight-details/093ebd3375591101,http://ufcstats.com/event-details/daa89f01e1c0f42a,W,Alan Jouban,Ben Saunders,Welterweight,KO/TKO,2,2:38,http://ufcstats.com/fighter-details/cf65d56b0755ed3b,http://ufcstats.com/fighter-details/484acc7b0f856ce9,2,0,1,0,0,0,78,141,78,141,53,109,10,13,15,19,60,110,16,28,2,3
"February 24, 2018",http://ufcstats.com/fight-details/093ebd3375591101,http://ufcstats.com/event-details/daa89f01e1c0f42a,L,Ben Saunders,Alan Jouban,Welterweight,KO/TKO,2,2:38,http://ufcstats.com/fighter-details/484acc7b0f856ce9,http://ufcstats.com/fighter-details/cf65d56b0755ed3b,0,0,0,0,0,0,33,79,34,80,21,60,8,14,4,5,25,65,8,13,0,1
"February 24, 2018",http://ufcstats.com/fight-details/04970dfa4d531e39,http://ufcstats.com/event-details/daa89f01e1c0f42a,W,Sam Alvey,Marcin Prachnio,Light Heavyweight,KO/TKO,1,4:23,http://ufcstats.com/fighter-details/d156513a19acf856,http://ufcstats.com/fighter-details/6370c1c1e12723d5,2,0,1,0,1,1,10,19,14,23,3,12,1,1,6,6,9,17,1,1,0,1
"February 24, 2018",http://ufcstats.com/fight-details/04970dfa4d531e39,http://ufcstats.com/event-details/daa89f01e1c0f42a,L,Marcin Prachnio,Sam Alvey,Light Heavyweight,KO/TKO,1,4:23,http://ufcstats.com/fighter-details/6370c1c1e12723d5,http://ufcstats.com/fighter-details/d156513a19acf856,0,0,0,0,0,0,15,24,36,45,3,10,4,6,8,8,12,20,3,4,0,0
"February 24, 2018",http://ufcstats.com/fight-details/bf8f747e57d6d1c7,http://ufcstats.com/event-details/daa89f01e1c0f42a,W,Rani Yahya,Russell Doane,Bantamweight,SUB,3,2:32,http://ufcstats.com/fighter-details/94527830000ab715,http://ufcstats.com/fighter-details/f50d95223751e6ca,0,2,5,1,2,3,17,20,105,149,1,4,14,14,2,2,2,5,0,0,15,15
"February 24, 2018",http://ufcstats.com/fight-details/bf8f747e57d6d1c7,http://ufcstats.com/event-details/daa89f01e1c0f42a,L,Russell Doane,Rani Yahya,Bantamweight,SUB,3,2:32,http://ufcstats.com/fighter-details/f50d95223751e6ca,http://ufcstats.com/fighter-details/94527830000ab715,0,0,1,0,1,1,2,8,15,30,0,5,2,3,0,0,2,8,0,0,0,0
"February 24, 2018",http://ufcstats.com/fight-details/0f2611c3ec4661dd,http://ufcstats.com/event-details/daa89f01e1c0f42a,W,Alex Perez,Eric Shelton,Flyweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f,http://ufcstats.com/fighter-details/a0c64f272b65d441,0,0,1,0,5,9,29,82,67,123,15,64,3,6,11,12,24,73,1,4,4,5
"February 24, 2018",http://ufcstats.com/fight-details/0f2611c3ec4661dd,http://ufcstats.com/event-details/daa89f01e1c0f42a,L,Eric Shelton,Alex Perez,Flyweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/a0c64f272b65d441,http://ufcstats.com/fighter-details/ab2b4ff41d6ebe0f,0,0,0,0,0,2,41,109,72,140,30,98,9,9,2,2,31,98,1,2,9,9
"February 24, 2018",http://ufcstats.com/fight-details/0328754c15ecd37c,http://ufcstats.com/event-details/daa89f01e1c0f42a,W,Manny Bermudez,Albert Morales,Bantamweight,SUB,2,2:33,http://ufcstats.com/fighter-details/2dc1bc1a02961656,http://ufcstats.com/fighter-details/544d7460b3e44393,0,3,4,2,1,5,12,28,27,43,12,28,0,0,0,0,6,19,0,0,6,9
"February 24, 2018",http://ufcstats.com/fight-details/0328754c15ecd37c,http://ufcstats.com/event-details/daa89f01e1c0f42a,L,Albert Morales,Manny Bermudez,Bantamweight,SUB,2,2:33,http://ufcstats.com/fighter-details/544d7460b3e44393,http://ufcstats.com/fighter-details/2dc1bc1a02961656,0,0,1,1,1,1,19,54,30,66,16,50,1,2,2,2,12,43,0,0,7,11
"February 18, 2018",http://ufcstats.com/fight-details/8f7a73d05387b159,http://ufcstats.com/event-details/d181689653115b6a,W,Donald Cerrone,Yancy Medeiros,Welterweight,KO/TKO,1,4:58,http://ufcstats.com/fighter-details/1d00756835ca67c9,http://ufcstats.com/fighter-details/813550bc53b15fb0,3,0,0,0,0,1,28,57,28,57,16,45,11,11,1,1,24,52,1,1,3,4
"February 18, 2018",http://ufcstats.com/fight-details/8f7a73d05387b159,http://ufcstats.com/event-details/d181689653115b6a,L,Yancy Medeiros,Donald Cerrone,Welterweight,KO/TKO,1,4:58,http://ufcstats.com/fighter-details/813550bc53b15fb0,http://ufcstats.com/fighter-details/1d00756835ca67c9,0,0,0,0,0,0,25,79,26,80,17,70,8,9,0,0,22,76,3,3,0,0
"February 18, 2018",http://ufcstats.com/fight-details/f73dfeb48b09e6a6,http://ufcstats.com/event-details/d181689653115b6a,W,Derrick Lewis,Marcin Tybura,Heavyweight,KO/TKO,3,2:48,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,2,0,2,0,1,2,30,45,32,47,27,42,2,2,1,1,7,13,3,4,20,28
"February 18, 2018",http://ufcstats.com/fight-details/f73dfeb48b09e6a6,http://ufcstats.com/event-details/d181689653115b6a,L,Marcin Tybura,Derrick Lewis,Heavyweight,KO/TKO,3,2:48,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,http://ufcstats.com/fighter-details/d3df1add9d9a7efb,0,1,8,1,1,2,37,56,83,104,19,32,8,11,10,13,9,20,5,5,23,31
"February 18, 2018",http://ufcstats.com/fight-details/6ae96d1de3bb0506,http://ufcstats.com/event-details/d181689653115b6a,W,James Vick,Francisco Trinaldo,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/6256b2b1562cb8e1,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,1,0,0,0,1,2,68,158,72,162,24,100,38,50,6,8,60,147,4,6,4,5
"February 18, 2018",http://ufcstats.com/fight-details/6ae96d1de3bb0506,http://ufcstats.com/event-details/d181689653115b6a,L,Francisco Trinaldo,James Vick,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/a8283a4f415e1eb9,http://ufcstats.com/fighter-details/6256b2b1562cb8e1,0,1,2,0,3,3,26,90,27,91,10,67,16,20,0,3,23,86,3,4,0,0
"February 18, 2018",http://ufcstats.com/fight-details/357a5bc5de4f545d,http://ufcstats.com/event-details/d181689653115b6a,W,Curtis Millender,Thiago Alves,Welterweight,KO/TKO,2,4:17,http://ufcstats.com/fighter-details/f1928a52590c5532,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f,2,0,0,0,0,0,47,106,47,106,31,85,7,10,9,11,44,100,0,0,3,6
"February 18, 2018",http://ufcstats.com/fight-details/357a5bc5de4f545d,http://ufcstats.com/event-details/d181689653115b6a,L,Thiago Alves,Curtis Millender,Welterweight,KO/TKO,2,4:17,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f,http://ufcstats.com/fighter-details/f1928a52590c5532,0,0,1,0,1,1,33,106,37,110,3,63,3,3,27,40,33,106,0,0,0,0
"February 18, 2018",http://ufcstats.com/fight-details/a8d189f56de9b451,http://ufcstats.com/event-details/d181689653115b6a,W,Brandon Davis,Steven Peterson,Featherweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/cc351e408bbb7d43,http://ufcstats.com/fighter-details/b93c06d09d1c4ac0,0,0,1,0,0,1,114,285,119,291,83,243,12,19,19,23,108,278,6,6,0,1
"February 18, 2018",http://ufcstats.com/fight-details/a8d189f56de9b451,http://ufcstats.com/event-details/d181689653115b6a,L,Steven Peterson,Brandon Davis,Featherweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/b93c06d09d1c4ac0,http://ufcstats.com/fighter-details/cc351e408bbb7d43,0,0,1,0,1,10,73,286,82,296,55,257,12,18,6,11,65,271,6,12,2,3
"February 18, 2018",http://ufcstats.com/fight-details/aeac1209f15157ed,http://ufcstats.com/event-details/d181689653115b6a,W,Sage Northcutt,Thibault Gouti,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/ed9d8ee3a4239b1c,http://ufcstats.com/fighter-details/51e86de150ee8be6,0,0,1,0,1,9,63,138,125,204,32,102,16,20,15,16,41,114,9,10,13,14
"February 18, 2018",http://ufcstats.com/fight-details/aeac1209f15157ed,http://ufcstats.com/event-details/d181689653115b6a,L,Thibault Gouti,Sage Northcutt,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/51e86de150ee8be6,http://ufcstats.com/fighter-details/ed9d8ee3a4239b1c,0,1,2,0,4,5,28,66,30,68,21,49,2,6,5,11,25,63,0,0,3,3
"February 18, 2018",http://ufcstats.com/fight-details/07f234a488661125,http://ufcstats.com/event-details/d181689653115b6a,W,Diego Ferreira,Jared Gordon,Lightweight,KO/TKO,1,1:58,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,http://ufcstats.com/fighter-details/7026eca45f65377b,1,0,2,0,0,0,29,60,29,60,24,54,3,4,2,2,13,44,0,0,16,16
"February 18, 2018",http://ufcstats.com/fight-details/07f234a488661125,http://ufcstats.com/event-details/d181689653115b6a,L,Jared Gordon,Diego Ferreira,Lightweight,KO/TKO,1,1:58,http://ufcstats.com/fighter-details/7026eca45f65377b,http://ufcstats.com/fighter-details/f53d4f21d1b5f2dc,0,0,0,0,0,1,8,17,8,17,8,17,0,0,0,0,8,17,0,0,0,0
"February 18, 2018",http://ufcstats.com/fight-details/4335683beee93652,http://ufcstats.com/event-details/d181689653115b6a,W,Geoff Neal,Brian Camozzi,Welterweight,SUB,1,2:48,http://ufcstats.com/fighter-details/b997be68943010fc,http://ufcstats.com/fighter-details/1999ffb5cebc314f,0,1,0,0,0,0,14,31,15,32,11,28,1,1,2,2,14,31,0,0,0,0
"February 18, 2018",http://ufcstats.com/fight-details/4335683beee93652,http://ufcstats.com/event-details/d181689653115b6a,L,Brian Camozzi,Geoff Neal,Welterweight,SUB,1,2:48,http://ufcstats.com/fighter-details/1999ffb5cebc314f,http://ufcstats.com/fighter-details/b997be68943010fc,0,0,0,0,0,0,7,29,9,32,3,22,2,5,2,2,7,28,0,1,0,0
"February 18, 2018",http://ufcstats.com/fight-details/6f981a44898fb4ff,http://ufcstats.com/event-details/d181689653115b6a,W,Roberto Sanchez,Joby Sanchez,Flyweight,SUB,1,1:50,http://ufcstats.com/fighter-details/546f8599a63c29da,http://ufcstats.com/fighter-details/b12fc8a41e82d3a2,0,1,2,0,3,3,2,3,2,3,1,2,0,0,1,1,2,3,0,0,0,0
"February 18, 2018",http://ufcstats.com/fight-details/6f981a44898fb4ff,http://ufcstats.com/event-details/d181689653115b6a,L,Joby Sanchez,Roberto Sanchez,Flyweight,SUB,1,1:50,http://ufcstats.com/fighter-details/b12fc8a41e82d3a2,http://ufcstats.com/fighter-details/546f8599a63c29da,0,0,0,0,0,0,1,5,5,9,1,5,0,0,0,0,1,5,0,0,0,0
"February 18, 2018",http://ufcstats.com/fight-details/0bfb221a0944f8e0,http://ufcstats.com/event-details/d181689653115b6a,W,Lucie Pudilova,Sarah Moras,Women's Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/3cf66c62d9069f43,http://ufcstats.com/fighter-details/539ed332b3078821,2,0,2,1,0,0,75,134,107,171,70,128,3,3,2,3,48,93,5,6,22,35
"February 18, 2018",http://ufcstats.com/fight-details/0bfb221a0944f8e0,http://ufcstats.com/event-details/d181689653115b6a,L,Sarah Moras,Lucie Pudilova,Women's Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/539ed332b3078821,http://ufcstats.com/fighter-details/3cf66c62d9069f43,0,2,1,0,2,5,43,121,80,165,33,108,8,10,2,3,12,67,3,5,28,49
"February 18, 2018",http://ufcstats.com/fight-details/5edd1cd479f3919e,http://ufcstats.com/event-details/d181689653115b6a,W,Alex Morono,Joshua Burkman,Welterweight,SUB,1,2:12,http://ufcstats.com/fighter-details/cdb96af67d096b1e,http://ufcstats.com/fighter-details/6da99156486ed6c2,1,1,0,0,0,0,7,19,7,19,2,12,0,0,5,7,7,19,0,0,0,0
"February 18, 2018",http://ufcstats.com/fight-details/5edd1cd479f3919e,http://ufcstats.com/event-details/d181689653115b6a,L,Joshua Burkman,Alex Morono,Welterweight,SUB,1,2:12,http://ufcstats.com/fighter-details/6da99156486ed6c2,http://ufcstats.com/fighter-details/cdb96af67d096b1e,0,0,0,0,0,0,4,13,4,13,0,5,0,3,4,5,4,13,0,0,0,0
"February 18, 2018",http://ufcstats.com/fight-details/d07dd6239afe1cb0,http://ufcstats.com/event-details/d181689653115b6a,W,Oskar Piechota,Tim Williams,Middleweight,KO/TKO,1,1:54,http://ufcstats.com/fighter-details/1cf7ccf64a5bf24e,http://ufcstats.com/fighter-details/990bd63726a577f8,1,0,0,0,0,0,17,22,17,22,13,18,2,2,2,2,10,14,0,0,7,8
"February 18, 2018",http://ufcstats.com/fight-details/d07dd6239afe1cb0,http://ufcstats.com/event-details/d181689653115b6a,L,Tim Williams,Oskar Piechota,Middleweight,KO/TKO,1,1:54,http://ufcstats.com/fighter-details/990bd63726a577f8,http://ufcstats.com/fighter-details/1cf7ccf64a5bf24e,0,0,0,0,0,0,8,18,8,18,4,12,0,0,4,6,8,18,0,0,0,0
"February 10, 2018",http://ufcstats.com/fight-details/9444cfe0c7c0f6a7,http://ufcstats.com/event-details/15515e797aedc137,W,Yoel Romero,Luke Rockhold,Middleweight,KO/TKO,3,1:48,http://ufcstats.com/fighter-details/f77c68bb4be8516d,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb,1,0,0,0,0,0,45,92,52,99,23,60,10,17,12,15,31,73,13,18,1,1
"February 10, 2018",http://ufcstats.com/fight-details/9444cfe0c7c0f6a7,http://ufcstats.com/event-details/15515e797aedc137,L,Luke Rockhold,Yoel Romero,Middleweight,KO/TKO,3,1:48,http://ufcstats.com/fighter-details/00e11b5c8b7bfeeb,http://ufcstats.com/fighter-details/f77c68bb4be8516d,0,0,0,0,0,0,45,119,45,119,22,87,10,15,13,17,44,118,1,1,0,0
"February 10, 2018",http://ufcstats.com/fight-details/cd67f6ddb2920193,http://ufcstats.com/event-details/15515e797aedc137,W,Curtis Blaydes,Mark Hunt,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/fa6796c55d6c5440,http://ufcstats.com/fighter-details/eef9b891edbd4604,0,0,10,0,10,14,56,105,126,184,46,95,6,6,4,4,11,54,1,1,44,50
"February 10, 2018",http://ufcstats.com/fight-details/cd67f6ddb2920193,http://ufcstats.com/event-details/15515e797aedc137,L,Mark Hunt,Curtis Blaydes,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/eef9b891edbd4604,http://ufcstats.com/fighter-details/fa6796c55d6c5440,1,0,0,0,0,0,14,32,35,53,13,31,0,0,1,1,11,29,2,2,1,1
"February 10, 2018",http://ufcstats.com/fight-details/3112430100d2d0be,http://ufcstats.com/event-details/15515e797aedc137,W,Tai Tuivasa,Cyril Asker,Heavyweight,KO/TKO,1,2:18,http://ufcstats.com/fighter-details/c62fbc117d57b943,http://ufcstats.com/fighter-details/9be6020024133293,0,0,0,0,0,0,38,51,39,52,30,43,8,8,0,0,26,37,12,14,0,0
"February 10, 2018",http://ufcstats.com/fight-details/3112430100d2d0be,http://ufcstats.com/event-details/15515e797aedc137,L,Cyril Asker,Tai Tuivasa,Heavyweight,KO/TKO,1,2:18,http://ufcstats.com/fighter-details/9be6020024133293,http://ufcstats.com/fighter-details/c62fbc117d57b943,0,0,0,0,0,0,3,11,3,11,2,10,1,1,0,0,1,8,2,3,0,0
"February 10, 2018",http://ufcstats.com/fight-details/0d7dc1ed5eb995e4,http://ufcstats.com/event-details/15515e797aedc137,W,Jake Matthews,Li Jingliang,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/a845f0735bc67405,http://ufcstats.com/fighter-details/e64b96c07d7ce999,2,1,4,0,2,4,63,127,89,156,61,121,0,2,2,4,38,87,1,4,24,36
"February 10, 2018",http://ufcstats.com/fight-details/0d7dc1ed5eb995e4,http://ufcstats.com/event-details/15515e797aedc137,L,Li Jingliang,Jake Matthews,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/e64b96c07d7ce999,http://ufcstats.com/fighter-details/a845f0735bc67405,0,0,0,1,0,1,49,152,56,163,35,134,4,4,10,14,40,132,4,6,5,14
"February 10, 2018",http://ufcstats.com/fight-details/b6e086dd8093355d,http://ufcstats.com/event-details/15515e797aedc137,W,Tyson Pedro,Saparbeg Safarov,Light Heavyweight,SUB,1,3:54,http://ufcstats.com/fighter-details/49e96ff8ab781589,http://ufcstats.com/fighter-details/88d7b6d8230e1f3f,0,1,0,0,0,1,12,23,17,28,6,17,2,2,4,4,10,18,2,5,0,0
"February 10, 2018",http://ufcstats.com/fight-details/b6e086dd8093355d,http://ufcstats.com/event-details/15515e797aedc137,L,Saparbeg Safarov,Tyson Pedro,Light Heavyweight,SUB,1,3:54,http://ufcstats.com/fighter-details/88d7b6d8230e1f3f,http://ufcstats.com/fighter-details/49e96ff8ab781589,0,0,1,0,2,5,8,22,10,24,6,20,1,1,1,1,4,14,3,6,1,2
"February 10, 2018",http://ufcstats.com/fight-details/6cb9bc7c86ae43b9,http://ufcstats.com/event-details/15515e797aedc137,W,Dong Hyun Ma,Damien Brown,Lightweight,S-DEC,3,5:00,http://ufcstats.com/fighter-details/98a6b2361045898f,http://ufcstats.com/fighter-details/d024ed963e8bf7ea,0,0,0,0,0,0,67,153,68,154,43,114,7,19,17,20,67,153,0,0,0,0
"February 10, 2018",http://ufcstats.com/fight-details/6cb9bc7c86ae43b9,http://ufcstats.com/event-details/15515e797aedc137,L,Damien Brown,Dong Hyun Ma,Lightweight,S-DEC,3,5:00,http://ufcstats.com/fighter-details/d024ed963e8bf7ea,http://ufcstats.com/fighter-details/98a6b2361045898f,0,0,0,0,0,0,46,123,46,123,16,81,12,19,18,23,46,123,0,0,0,0
"February 10, 2018",http://ufcstats.com/fight-details/1cd5d5e271b646a3,http://ufcstats.com/event-details/15515e797aedc137,W,Israel Adesanya,Rob Wilkinson,Middleweight,KO/TKO,2,3:37,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,http://ufcstats.com/fighter-details/826475cc758e60e6,1,0,0,0,0,0,52,75,70,94,35,56,13,13,4,6,28,45,24,30,0,0
"February 10, 2018",http://ufcstats.com/fight-details/1cd5d5e271b646a3,http://ufcstats.com/event-details/15515e797aedc137,L,Rob Wilkinson,Israel Adesanya,Middleweight,KO/TKO,2,3:37,http://ufcstats.com/fighter-details/826475cc758e60e6,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,0,0,1,0,3,15,22,46,33,59,6,22,5,10,11,14,7,26,15,20,0,0
"February 10, 2018",http://ufcstats.com/fight-details/f3a60ca18747aeac,http://ufcstats.com/event-details/15515e797aedc137,W,Alexander Volkanovski,Jeremy Kennedy,Featherweight,KO/TKO,2,4:57,http://ufcstats.com/fighter-details/e1248941344b3288,http://ufcstats.com/fighter-details/68f6e96c5fa6e044,0,0,4,0,2,3,73,120,105,158,57,103,10,10,6,7,4,9,5,8,64,103
"February 10, 2018",http://ufcstats.com/fight-details/f3a60ca18747aeac,http://ufcstats.com/event-details/15515e797aedc137,L,Jeremy Kennedy,Alexander Volkanovski,Featherweight,KO/TKO,2,4:57,http://ufcstats.com/fighter-details/68f6e96c5fa6e044,http://ufcstats.com/fighter-details/e1248941344b3288,0,0,0,0,0,3,8,25,11,29,7,24,1,1,0,0,1,18,0,0,7,7
"February 10, 2018",http://ufcstats.com/fight-details/f8fce67abe0ab922,http://ufcstats.com/event-details/15515e797aedc137,W,Jussier Formiga,Ben Nguyen,Flyweight,SUB,3,1:43,http://ufcstats.com/fighter-details/b102c26727306ab6,http://ufcstats.com/fighter-details/840d2c82ea68b9aa,1,1,4,0,2,4,27,49,50,72,24,44,2,4,1,1,12,29,1,5,14,15
"February 10, 2018",http://ufcstats.com/fight-details/f8fce67abe0ab922,http://ufcstats.com/event-details/15515e797aedc137,L,Ben Nguyen,Jussier Formiga,Flyweight,SUB,3,1:43,http://ufcstats.com/fighter-details/840d2c82ea68b9aa,http://ufcstats.com/fighter-details/b102c26727306ab6,0,0,0,0,0,0,21,65,37,82,8,46,10,15,3,4,7,49,13,15,1,1
"February 10, 2018",http://ufcstats.com/fight-details/e8f2902be7b350ad,http://ufcstats.com/event-details/15515e797aedc137,W,Ross Pearson,Mizuto Hirota,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/4f732e58ed907eff,http://ufcstats.com/fighter-details/35faad160d346839,0,0,0,0,0,0,58,176,59,177,31,134,16,30,11,12,57,174,1,2,0,0
"February 10, 2018",http://ufcstats.com/fight-details/e8f2902be7b350ad,http://ufcstats.com/event-details/15515e797aedc137,L,Mizuto Hirota,Ross Pearson,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/35faad160d346839,http://ufcstats.com/fighter-details/4f732e58ed907eff,0,0,0,0,0,1,77,213,77,213,49,176,3,10,25,27,73,208,4,5,0,0
"February 10, 2018",http://ufcstats.com/fight-details/58286d3126cc5263,http://ufcstats.com/event-details/15515e797aedc137,W,Jose Quinonez,Teruto Ishihara,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/36549928f90f1d36,http://ufcstats.com/fighter-details/88cd34d836b4ebcd,0,0,1,0,2,7,49,98,54,103,16,59,6,8,27,31,42,89,7,9,0,0
"February 10, 2018",http://ufcstats.com/fight-details/58286d3126cc5263,http://ufcstats.com/event-details/15515e797aedc137,L,Teruto Ishihara,Jose Quinonez,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/88cd34d836b4ebcd,http://ufcstats.com/fighter-details/36549928f90f1d36,1,0,0,0,1,4,33,109,35,111,8,77,6,12,19,20,29,102,4,7,0,0
"February 10, 2018",http://ufcstats.com/fight-details/194d3950076b2f83,http://ufcstats.com/event-details/15515e797aedc137,W,Luke Jumeau,Daichi Abe,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/4c288a2b250bb576,http://ufcstats.com/fighter-details/5140122c3eecd307,0,0,0,0,1,1,63,130,64,131,35,93,11,20,17,17,58,118,2,7,3,5
"February 10, 2018",http://ufcstats.com/fight-details/194d3950076b2f83,http://ufcstats.com/event-details/15515e797aedc137,L,Daichi Abe,Luke Jumeau,Welterweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/5140122c3eecd307,http://ufcstats.com/fighter-details/4c288a2b250bb576,0,0,0,0,0,1,63,171,65,176,43,144,7,14,13,13,47,145,8,14,8,12
"February 03, 2018",http://ufcstats.com/fight-details/420dd305cd1d062f,http://ufcstats.com/event-details/7cf20446453f852b,W,Lyoto Machida,Eryk Anders,Middleweight,S-DEC,5,5:00,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6,http://ufcstats.com/fighter-details/cad24459b28592ca,0,0,0,0,0,0,62,112,66,116,18,57,23,31,21,24,49,94,6,7,7,11
"February 03, 2018",http://ufcstats.com/fight-details/420dd305cd1d062f,http://ufcstats.com/event-details/7cf20446453f852b,L,Eryk Anders,Lyoto Machida,Middleweight,S-DEC,5,5:00,http://ufcstats.com/fighter-details/cad24459b28592ca,http://ufcstats.com/fighter-details/f7a7f7118d4b01b6,0,0,0,0,3,11,32,77,46,94,18,63,13,13,1,1,19,60,12,15,1,2
"February 03, 2018",http://ufcstats.com/fight-details/10f5bb70feb1df53,http://ufcstats.com/event-details/7cf20446453f852b,W,Valentina Shevchenko,Priscila Cachoeira,Women's Flyweight,SUB,2,4:25,http://ufcstats.com/fighter-details/132deb59abae64b1,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac,0,2,4,0,2,2,95,113,230,254,87,103,8,9,0,1,11,20,0,0,84,93
"February 03, 2018",http://ufcstats.com/fight-details/10f5bb70feb1df53,http://ufcstats.com/event-details/7cf20446453f852b,L,Priscila Cachoeira,Valentina Shevchenko,Women's Flyweight,SUB,2,4:25,http://ufcstats.com/fighter-details/b1e5bcaad32a3cac,http://ufcstats.com/fighter-details/132deb59abae64b1,0,0,0,0,0,0,2,12,3,13,2,12,0,0,0,0,2,12,0,0,0,0
"February 03, 2018",http://ufcstats.com/fight-details/ee1c1e9037fee21e,http://ufcstats.com/event-details/7cf20446453f852b,W,Michel Prazeres,Desmond Green,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/e51fcd9cd84c0b93,http://ufcstats.com/fighter-details/f046d724d2a84ac5,0,3,3,0,3,8,36,72,70,106,22,52,8,14,6,6,17,51,6,7,13,14
"February 03, 2018",http://ufcstats.com/fight-details/ee1c1e9037fee21e,http://ufcstats.com/event-details/7cf20446453f852b,L,Desmond Green,Michel Prazeres,Lightweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/f046d724d2a84ac5,http://ufcstats.com/fighter-details/e51fcd9cd84c0b93,0,0,1,0,3,6,33,61,50,79,9,36,15,15,9,10,20,45,13,16,0,0
"February 03, 2018",http://ufcstats.com/fight-details/0da43c3ec0e11650,http://ufcstats.com/event-details/7cf20446453f852b,W,Tim Johnson,Marcelo Golm,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/cc900af167fbedfd,http://ufcstats.com/fighter-details/ac29d508d78384c9,0,0,0,0,0,6,77,146,139,217,42,102,25,32,10,12,23,80,54,66,0,0
"February 03, 2018",http://ufcstats.com/fight-details/0da43c3ec0e11650,http://ufcstats.com/event-details/7cf20446453f852b,L,Marcelo Golm,Tim Johnson,Heavyweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/ac29d508d78384c9,http://ufcstats.com/fighter-details/cc900af167fbedfd,0,0,0,0,0,0,59,87,89,119,40,67,13,14,6,6,27,51,32,36,0,0
"February 03, 2018",http://ufcstats.com/fight-details/a0ec4eac058e6050,http://ufcstats.com/event-details/7cf20446453f852b,W,Douglas Silva de Andrade,Marlon Vera,Bantamweight,U-DEC,3,5:00,http://ufcstats.com/fighter-details/3a314d9fa7c6825d,http://ufcstats.com/fighter-details/7c7332319c14094c,0,0,0,0,1,3,97,232,99,234,55,180,23,31,19,21,92,224,4,6,1,2
